age,gender,tenure,frequent,payment_interval,subscription_type,contract_length,after_interaction,tenure_per_contract,delay_ratio,idle_ratio,late_flag,total_usage_score,age_group,risk_score,gender_subscription,tenure_x_payint,tenure_x_after,freq_x_after,delay_x_risk,risk_log1p,idle_sq,tenure_q10,payment_interval_q10,after_interaction_q10,tenure_per_contract_q10,TE_subscription_type_c0,TE_subscription_type_c1,TE_subscription_type_c2,TE_age_group_c0,TE_age_group_c1,TE_age_group_c2,TE_gender_c0,TE_gender_c1,TE_gender_c2,TE_contract_length_c0,TE_contract_length_c1,TE_contract_length_c2,TE_gender_subscription_c0,TE_gender_subscription_c1,TE_gender_subscription_c2
35.0,F,1.0,22.0,15.0,vip,90,13.0,0.011111110987654323,0.16666666481481485,12.999987000013,1,22.0,30s,28.0,F_vip,15.0,13.0,286.0,4.666666614814815,3.367295829986474,168.99966200050702,1,9,9,2,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4357116721551409,0.2552506403219905,0.30903768752286864
23.0,M,11.0,27.0,11.0,plus,90,1.0,0.12222222086419755,0.12222222086419755,0.09090908264462885,1,297.0,20s,12.0,M_plus,121.0,11.0,27.0,1.4666666503703707,2.5649493574615367,0.00826446130728796,9,9,2,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.5853780922274072,0.15876361081840534,0.2558582969541874,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.5043970201086652,0.26678989525569935,0.2288130846356355
36.0,M,12.0,23.0,3.0,member,360,13.0,0.03333333324074074,0.008333333310185185,1.083333243055563,1,276.0,30s,16.0,M_member,36.0,156.0,299.0,0.13333333296296296,2.833213344056216,1.1736109155092838,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.4841031085943491,0.27529050905444463,0.2406063823512063
31.0,F,39.0,3.0,0.0,vip,90,15.0,0.4333333285185186,0.0,0.384615374753452,0,117.0,30s,15.0,F_vip,0.0,585.0,45.0,0.0,2.772588722239781,0.1479289864967383,9,2,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4357116721551409,0.2552506403219905,0.30903768752286864
31.0,M,28.0,26.0,1.0,member,30,23.0,0.9333333022222232,0.033333332222222255,0.8214285420918378,1,728.0,30s,24.0,M_member,28.0,644.0,598.0,0.7999999733333341,3.2188758248682006,0.6747448497631221,9,6,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.4841031085943491,0.27529050905444463,0.2406063823512063
25.0,F,40.0,4.0,5.0,member,30,17.0,1.3333332888888902,0.16666666111111128,0.4249999893750003,1,160.0,20s,22.0,F_member,200.0,680.0,68.0,3.666666544444448,3.1354942159291497,0.18062499096875034,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.5853780922274072,0.15876361081840534,0.2558582969541874,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.41473668118932966,0.2631659405335168,0.32209737827715357
64.0,F,59.0,28.0,6.0,vip,30,30.0,1.9666666011111131,0.19999999333333354,0.5084745676529735,1,1652.0,60+,36.0,F_vip,354.0,1770.0,840.0,7.199999760000008,3.6109179126442243,0.25854638594987833,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.2766827274054606,0.24733537742736164,0.4759818951671777,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.4357116721551409,0.2552506403219905,0.30903768752286864
21.0,F,48.0,6.0,28.0,plus,30,14.0,1.5999999466666683,0.9333333022222232,0.2916666605902779,1,288.0,20s,42.0,F_plus,1344.0,672.0,84.0,39.19999869333338,3.7612001156935624,0.08506944089988437,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.5853780922274072,0.15876361081840534,0.2558582969541874,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.41590080233406274,0.275200583515682,0.3088986141502553
35.0,M,37.0,16.0,3.0,vip,360,8.0,0.10277777749228395,0.008333333310185185,0.21621621037253486,1,592.0,30s,11.0,M_vip,111.0,296.0,128.0,0.09166666641203704,2.4849066497880004,0.04674944962786025,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.49332201471420484,0.2760045274476514,0.23067345783814375
35.0,M,15.0,11.0,5.0,member,360,12.0,0.04166666655092593,0.013888888850308641,0.7999999466666703,1,165.0,30s,17.0,M_member,75.0,180.0,132.0,0.2361111104552469,2.8903717578961645,0.6399999146666753,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.4841031085943491,0.27529050905444463,0.2406063823512063
30.0,M,11.0,29.0,6.0,plus,90,15.0,0.12222222086419755,0.06666666592592593,1.3636362396694328,1,319.0,30s,21.0,M_plus,66.0,165.0,435.0,1.3999999844444446,3.091042453358316,1.8595037941397907,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.5043970201086652,0.26678989525569935,0.2288130846356355
37.0,M,47.0,2.0,22.0,plus,90,1.0,0.5222222164197532,0.2444444417283951,0.021276595291987336,1,94.0,30s,23.0,M_plus,1034.0,47.0,2.0,5.622222159753087,3.1780538303479458,0.00045269350721901765,9,9,2,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.5043970201086652,0.26678989525569935,0.2288130846356355
41.0,F,19.0,28.0,11.0,vip,360,13.0,0.05277777763117284,0.03055555547067901,0.684210490304711,1,532.0,40s,24.0,F_vip,209.0,247.0,364.0,0.7333333312962963,3.2188758248682006,0.4681439950430131,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.4357116721551409,0.2552506403219905,0.30903768752286864
32.0,F,7.0,8.0,10.0,plus,360,13.0,0.019444444390432098,0.027777777700617283,1.8571425918367725,1,56.0,30s,23.0,F_plus,70.0,91.0,104.0,0.6388888871141976,3.1780538303479458,3.448978606414205,9,9,9,4,0.4662095673427928,0.270323461257658,0.2634669713995492,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.41590080233406274,0.275200583515682,0.3088986141502553
42.0,M,49.0,5.0,9.0,plus,360,8.0,0.1361111107330247,0.024999999930555555,0.16326530279050402,1,245.0,40s,17.0,M_plus,441.0,392.0,40.0,0.42499999881944445,2.8903717578961645,0.02665555909527496,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.5043970201086652,0.26678989525569935,0.2288130846356355
31.0,F,5.0,9.0,1.0,vip,90,15.0,0.05555555493827161,0.011111110987654323,2.99999940000012,1,45.0,30s,16.0,F_vip,5.0,75.0,135.0,0.17777777580246917,2.833213344056216,8.99999640000108,6,6,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4357116721551409,0.2552506403219905,0.30903768752286864
37.0,M,39.0,4.0,5.0,member,360,25.0,0.10833333303240741,0.013888888850308641,0.6410256245890866,1,156.0,30s,30.0,M_member,195.0,975.0,100.0,0.41666666550925924,3.4339872044851463,0.4109138513798286,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.4841031085943491,0.27529050905444463,0.2406063823512063
43.0,F,47.0,19.0,21.0,vip,30,23.0,1.566666614444446,0.6999999766666675,0.4893616917157087,1,893.0,40s,44.0,F_vip,987.0,1081.0,437.0,30.79999897333337,3.8066624897703196,0.23947486531886034,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.4357116721551409,0.2552506403219905,0.30903768752286864
20.0,F,38.0,3.0,3.0,vip,360,6.0,0.10555555526234568,0.008333333310185185,0.15789473268698073,1,114.0,20s,9.0,F_vip,114.0,228.0,18.0,0.07499999979166666,2.302585092994046,0.0249307466102931,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.5853780922274072,0.15876361081840534,0.2558582969541874,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.4357116721551409,0.2552506403219905,0.30903768752286864
27.0,F,60.0,17.0,28.0,plus,360,25.0,0.1666666662037037,0.07777777756172839,0.41666665972222233,1,1020.0,20s,53.0,F_plus,1680.0,1500.0,425.0,4.1222222107716044,3.9889840465642745,0.17361110532407423,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.5853780922274072,0.15876361081840534,0.2558582969541874,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.41590080233406274,0.275200583515682,0.3088986141502553
30.0,M,58.0,7.0,27.0,member,360,23.0,0.16111111066358025,0.07499999979166667,0.3965517173008325,1,406.0,30s,50.0,M_member,1566.0,1334.0,161.0,3.749999989583334,3.9318256327243257,0.15725326449423938,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.4841031085943491,0.27529050905444463,0.2406063823512063
18.0,M,55.0,3.0,7.0,member,360,27.0,0.15277777735339507,0.019444444390432098,0.4909090819834713,1,165.0,10s,34.0,M_member,385.0,1485.0,81.0,0.6611111092746913,3.5553480614894135,0.24099172677385453,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.5056980056980057,0.18945868945868946,0.30484330484330485,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.4841031085943491,0.27529050905444463,0.2406063823512063
39.0,M,10.0,24.0,4.0,vip,90,13.0,0.11111110987654323,0.04444444395061729,1.299999870000013,1,240.0,30s,17.0,M_vip,40.0,130.0,312.0,0.755555547160494,2.8903717578961645,1.6899996620000508,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.49332201471420484,0.2760045274476514,0.23067345783814375
33.0,F,4.0,10.0,20.0,vip,360,10.0,0.011111111080246913,0.055555555401234566,2.499999375000156,1,40.0,30s,30.0,F_vip,80.0,40.0,100.0,1.666666662037037,3.4339872044851463,6.249996875001171,5,9,9,2,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.4357116721551409,0.2552506403219905,0.30903768752286864
40.0,F,46.0,12.0,17.0,vip,90,3.0,0.5111111054320988,0.18888888679012347,0.06521738988657848,1,552.0,40s,20.0,F_vip,782.0,138.0,36.0,3.7777777358024696,3.044522437723423,0.004253307943617989,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4357116721551409,0.2552506403219905,0.30903768752286864
63.0,M,11.0,28.0,16.0,plus,90,22.0,0.12222222086419755,0.17777777580246917,1.9999998181818348,1,308.0,60+,38.0,M_plus,176.0,242.0,616.0,6.755555480493829,3.6635616461296463,3.999999272727372,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.2766827274054606,0.24733537742736164,0.4759818951671777,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.5043970201086652,0.26678989525569935,0.2288130846356355
59.0,M,39.0,24.0,16.0,plus,90,2.0,0.4333333285185186,0.17777777580246917,0.05128204996712693,1,936.0,50s,18.0,M_plus,624.0,78.0,48.0,3.1999999644444452,2.9444389791664403,0.0026298486488309032,9,9,5,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.3136503643603035,0.2999023364134926,0.3864472992262039,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.5043970201086652,0.26678989525569935,0.2288130846356355
50.0,M,15.0,26.0,17.0,member,90,11.0,0.16666666481481485,0.18888888679012347,0.7333332844444478,1,390.0,50s,28.0,M_member,255.0,165.0,286.0,5.288888830123457,3.367295829986474,0.5377777060740814,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.3136503643603035,0.2999023364134926,0.3864472992262039,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4841031085943491,0.27529050905444463,0.2406063823512063
24.0,F,35.0,5.0,26.0,plus,30,6.0,1.166666627777779,0.8666666377777787,0.1714285665306124,1,175.0,20s,32.0,F_plus,910.0,210.0,30.0,27.73333240888892,3.4965075614664802,0.0293877534227406,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.5853780922274072,0.15876361081840534,0.2558582969541874,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.2742126195850801,0.27937224551220036,0.4464151349027195,0.41590080233406274,0.275200583515682,0.3088986141502553
30.0,M,30.0,17.0,10.0,member,90,2.0,0.3333333296296297,0.11111110987654323,0.06666666444444451,1,510.0,30s,12.0,M_member,300.0,60.0,34.0,1.3333333185185188,2.5649493574615367,0.004444444148148162,9,9,5,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4841031085943491,0.27529050905444463,0.2406063823512063
39.0,F,58.0,7.0,28.0,vip,90,27.0,0.6444444372839507,0.31111110765432104,0.46551723335315115,1,406.0,30s,55.0,F_vip,1624.0,1566.0,189.0,17.111110920987656,4.02535169073515,0.2167062945487722,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4357116721551409,0.2552506403219905,0.30903768752286864
45.0,F,11.0,30.0,7.0,member,90,6.0,0.12222222086419755,0.07777777691358026,0.5454544958677732,1,330.0,40s,13.0,F_member,77.0,66.0,180.0,1.0111110998765434,2.639057329615259,0.2975206070623666,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.41473668118932966,0.2631659405335168,0.32209737827715357
39.0,F,18.0,15.0,13.0,vip,90,7.0,0.1999999977777778,0.1444444428395062,0.3888888672839518,1,270.0,30s,20.0,F_vip,234.0,126.0,105.0,2.888888856790124,3.044522437723423,0.15123455109739506,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4357116721551409,0.2552506403219905,0.30903768752286864
52.0,F,21.0,8.0,12.0,vip,360,7.0,0.0583333331712963,0.03333333324074074,0.3333333174603182,1,168.0,50s,19.0,F_vip,252.0,147.0,56.0,0.633333331574074,2.995732273553991,0.11111110052910127,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.3136503643603035,0.2999023364134926,0.3864472992262039,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.4357116721551409,0.2552506403219905,0.30903768752286864
56.0,F,16.0,23.0,24.0,member,90,10.0,0.17777777580246917,0.26666666370370373,0.6249999609375024,1,368.0,50s,34.0,F_member,384.0,160.0,230.0,9.066666565925926,3.5553480614894135,0.39062495117187956,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.3136503643603035,0.2999023364134926,0.3864472992262039,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.41473668118932966,0.2631659405335168,0.32209737827715357
45.0,M,51.0,8.0,14.0,member,360,4.0,0.14166666627314814,0.038888888780864196,0.0784313710111496,1,408.0,40s,18.0,M_member,714.0,204.0,32.0,0.6999999980555556,2.9444389791664403,0.006151479958688597,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.4841031085943491,0.27529050905444463,0.2406063823512063
41.0,M,29.0,20.0,26.0,plus,90,27.0,0.32222221864197537,0.2888888856790124,0.9310344506539844,1,580.0,40s,53.0,M_plus,754.0,783.0,540.0,15.311110940987657,3.9889840465642745,0.8668251483045665,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.5043970201086652,0.26678989525569935,0.2288130846356355
64.0,F,22.0,29.0,21.0,vip,360,25.0,0.06111111094135802,0.0583333331712963,1.136363584710746,1,638.0,60+,46.0,F_vip,462.0,550.0,725.0,2.6833333258796297,3.8501476017100584,1.2913221966566568,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.2766827274054606,0.24733537742736164,0.4759818951671777,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.4357116721551409,0.2552506403219905,0.30903768752286864
34.0,M,45.0,1.0,7.0,member,90,15.0,0.49999999444444454,0.07777777691358026,0.3333333259259261,1,45.0,30s,22.0,M_member,315.0,675.0,15.0,1.7111110920987658,3.1354942159291497,0.1111111061728397,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4841031085943491,0.27529050905444463,0.2406063823512063
38.0,M,57.0,18.0,3.0,member,90,24.0,0.6333333262962964,0.03333333296296297,0.42105262419205924,1,1026.0,30s,27.0,M_member,171.0,1368.0,432.0,0.8999999900000001,3.332204510175204,0.17728531233901948,9,9,9,9,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4944800977920391,0.2724998089999236,0.23302009320803727,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4841031085943491,0.27529050905444463,0.2406063823512063
45.0,F,7.0,19.0,0.0,member,360,10.0,0.019444444390432098,0.0,1.428571224489825,0,133.0,40s,10.0,F_member,0.0,70.0,190.0,0.0,2.3978952727983707,2.040815743440358,9,2,9,4,0.4541299706431812,0.2698825727248465,0.2759874566319722,0.4485299732722413,0.3524245895379916,0.19904543718976708,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.41473668118932966,0.2631659405335168,0.32209737827715357
19.0,F,17.0,17.0,3.0,vip,90,26.0,0.18888888679012347,0.03333333296296297,1.5294116747404896,1,289.0,10s,29.0,F_vip,51.0,442.0,442.0,0.966666655925926,3.4011973816621555,2.339100070832509,9,9,9,9,0.4684572342126299,0.2668265387689848,0.26471622701838526,0.5056980056980057,0.18945868945868946,0.30484330484330485,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5130460753169884,0.26217045423692,0.2247834704460916,0.4357116721551409,0.2552506403219905,0.30903768752286864
30.0,F,59.0,1.0,7.0,plus,360,6.0,0.16388888843364197,0.019444444390432098,0.10169491353059469,1,59.0,30s,13.0,F_plus,413.0,354.0,6.0,0.25277777707561727,2.639057329615259,0.010341855437995132,9,9,9,9,0.4662095673427928,0.270323461257658,0.2634669713995492,0.507798660617844,0.2707280190105854,0.22147332037157055,0.4224800436313154,0.2643661064009123,0.31315384996777235,0.5078918455395665,0.2705737331511107,0.22153442130932283,0.41590080233406274,0.275200583515682,0.3088986141502553
